Index,coherence,source,lang,Prompt_MeanK1,Prompt_MeanK2,Prompt_Global,Prompt_MCR,Prompt_SSC,Prompt_WL,Prompt_Var,Prompt_Peak,Prompt_Valley,Prompt_Amp,Prompt_Skew,Prompt_Kurt,Prompt_ApEn,Prompt_Acf,Prompt_AcfZcr
3181,3,CEDCC,zh,0.5696028794931329,,0.6122219562530518,0.36363636363636365,0.47619047619047616,0.11085498332977295,0.014703214973285646,0.7292141914367676,0.3655395209789276,0.36367467045783997,-0.036129249040900265,-4.588061273315083,0.31848380683181476,0.2846457830338934,0.2727272727272727
1326,3,CEDCC,zh,0.5814299374818802,,0.5998378396034241,0.5789473684210527,0.6666666666666666,0.13623760091631035,0.01204829653877014,0.7788093090057373,0.3849092721939087,0.3939000368118286,0.2889510107481143,-3.9875776835342136,0.018895639841296497,-0.12992369450506072,0.47368421052631576
268,3,CEDCC,zh,0.5427962196500677,,0.6302996277809143,0.5,0.47058823529411764,0.0877624253431956,0.008437298514607717,0.7324433922767639,0.4052078127861023,0.3272355794906616,0.491612344830415,-3.6876999511326147,0.09687429295115013,0.11404551474649405,0.3888888888888889
3031,2,CEDCC,zh,0.6471995617214003,,0.6291579008102417,0.5555555555555556,0.7058823529411765,0.07550935281647576,0.003897283879408761,0.7640808820724487,0.527310311794281,0.23677057027816772,-0.2514785902288283,-3.773798433755645,-0.05715841383994835,-0.015800853463179415,0.5555555555555556
2302,3,CEDCC,zh,0.4567602393419846,,0.47667282819747925,0.2727272727272727,0.5238095238095238,0.06909035010771318,0.011963234809406637,0.7302889823913574,0.3479532301425934,0.38233575224876404,1.3195397037006784,-2.249903032667514,0.3422678133665671,0.4614291664711689,0.18181818181818182
4250,2,CEDCC,zh,0.4656229511551235,,0.5461418628692627,0.3181818181818182,0.6666666666666666,0.07452265240929344,0.00717577457963835,0.7275263667106628,0.27416834235191345,0.4533580243587494,0.612725774413024,-0.37862381491124175,0.16630413105257214,0.25099960000488974,0.3181818181818182
4258,3,CEDCC,zh,0.4906127580574581,,0.5599770545959473,0.23076923076923078,0.8333333333333334,0.11046331662398118,0.013908188453732522,0.65326327085495,0.24858883023262024,0.4046744406223297,-0.3522564201587772,-3.8952551215454565,0.026595320104917164,0.25122371444236063,0.5384615384615384
3757,3,CEDCC,zh,0.4969081898530324,,0.48415276408195496,0.42857142857142855,0.5384615384615384,0.08586871198245458,0.011715880625177569,0.7644147872924805,0.36911237239837646,0.395302414894104,1.019033926490308,-2.6657972218058363,0.10338535997399223,0.36022449605302853,0.2857142857142857
980,1,CEDCC,zh,0.4790023354495444,,0.5689664483070374,0.2,0.6410256410256411,0.09950013011693955,0.02354198943458716,0.8644086718559265,0.2608608305454254,0.6035478413105011,0.7690588557011977,-3.5467295431370043,0.30342412490185655,0.5515803935203186,0.2
2960,2,CEDCC,zh,0.4940087507168452,,0.5477854013442993,0.6896551724137931,0.6785714285714286,0.06475035897616682,0.003415775142453399,0.6375882029533386,0.39621084928512573,0.2413773536682129,0.4117969490533268,-3.2533895905289603,0.19400487788347665,0.1277002384193242,0.41379310344827586
2232,1,CEDCC,zh,0.47561588088671364,,0.5572194457054138,0.5714285714285714,0.6923076923076923,0.13605483514922007,0.012326739217123907,0.6899204254150391,0.32203352451324463,0.36788690090179443,0.3712063890057075,-4.088254263374758,-0.07410797215372167,-0.03452935372953543,0.7142857142857143
1919,1,CEDCC,zh,0.47024067559025506,,0.5156389474868774,0.5714285714285714,0.65,0.07357404345557803,0.0036334520576235887,0.5743188858032227,0.35786324739456177,0.2164556384086609,-0.16118136483125217,-3.8506733264866524,-0.04879016416943216,0.052845090224787714,0.5714285714285714
3044,2,CEDCC,zh,0.5767630232231957,,0.6380433440208435,0.6153846153846154,0.75,0.09160940692974971,0.008457970611972142,0.7448208928108215,0.3712369203567505,0.37358397245407104,-0.2509073767695482,-2.864124376570065,-0.08004270767353594,-0.11221556021449644,0.6153846153846154
536,1,CEDCC,zh,0.5326731837377315,,0.4910854399204254,0.45,0.6666666666666666,0.12803368046879768,0.01424979655821663,0.8486659526824951,0.2747174799442291,0.573948472738266,-0.11732902659749803,-2.8348574756919307,0.37034603193113336,0.10993700697925916,0.5
2690,1,CEDCC,zh,0.45070103352720087,,0.5115838050842285,0.3333333333333333,0.65,0.05300374116216387,0.0024050205790023416,0.5176511406898499,0.3605553209781647,0.15709581971168518,-0.3375685536225729,-4.203269863064757,0.06953872391571103,0.021546710577885674,0.23809523809523808
1956,2,CEDCC,zh,0.5151931992892561,,0.590164303779602,0.2857142857142857,0.6666666666666666,0.08980390003749303,0.011435614558459765,0.7268886566162109,0.35374870896339417,0.3731399476528168,0.2666316760225061,-3.9593244519875275,0.07950709262938549,0.3671730040355917,0.14285714285714285
3470,2,CEDCC,zh,0.4339777571814401,,0.47920992970466614,0.46153846153846156,0.4166666666666667,0.06693476897019607,0.004803704787980104,0.549237072467804,0.32388249039649963,0.22535458207130432,0.17582210031699344,-3.8673055602913826,0.13323334788337027,0.3554040129346973,0.46153846153846156
2413,3,CEDCC,zh,0.4790600885947545,,0.6014715433120728,0.2727272727272727,0.7,0.123177170753479,0.010479005514968586,0.6467041969299316,0.30712011456489563,0.339584082365036,0.2459087359225141,-3.9278420587450937,-0.09531017980432521,0.0439940015801113,0.45454545454545453
4274,3,CEDCC,zh,0.5240734983235598,,0.5586897134780884,0.6666666666666666,0.6428571428571429,0.16633484760920206,0.012649541614821676,0.7237392067909241,0.3816896677017212,0.3420495390892029,0.3145556110289546,-4.424453430985508,0.023426752587707433,-0.414107748764618,0.6666666666666666
2700,3,CEDCC,zh,0.6117221007221624,,0.645658016204834,0.7222222222222222,0.7058823529411765,0.11687101423740387,0.007076848918133201,0.7933899760246277,0.4782964885234833,0.3150934875011444,0.17526814339113045,-3.6203821411059987,0.01985793955560089,-0.3446204086292202,0.7222222222222222
2790,3,CEDCC,zh,0.5828446534772714,,0.5729213356971741,0.43478260869565216,0.7727272727272727,0.10472592841023984,0.009318725782226365,0.7479174137115479,0.3812207281589508,0.36669668555259705,-0.2672670683736353,-3.811546670004867,0.13636924105349868,0.14026232686496617,0.17391304347826086
2693,2,CEDCC,zh,0.6216832226828525,,0.7011520266532898,0.3888888888888889,0.5294117647058824,0.08409281571706136,0.008436192271567347,0.7838048934936523,0.4744502902030945,0.30935460329055786,-0.03501956438462908,-4.128722331244123,0.01985793955560089,0.3723490197194394,0.3888888888888889
2976,1,CEDCC,zh,0.3700083725982242,,0.4382678270339966,0.5769230769230769,0.72,0.05829133093357086,0.002800578721991227,0.5286979675292969,0.2804880142211914,0.24820995330810547,0.7532096940767689,-1.9277869397900735,0.14086125712072706,0.028894837149152326,0.4230769230769231
518,3,CEDCC,zh,0.5410495897134145,,0.6567724943161011,0.5,0.68,0.09023466477027306,0.006505376915181066,0.6854650378227234,0.41825103759765625,0.26721400022506714,0.15080387461791092,-4.079030489573699,0.08754224323150028,0.172861576780874,0.4230769230769231
2108,1,CEDCC,zh,0.45457314527951753,,0.519930362701416,0.6666666666666666,0.8181818181818182,0.12678580482800803,0.008497490431873688,0.6074391007423401,0.30003824830055237,0.3074008524417877,0.03018633987612246,-4.091038112415651,0.0285131531036944,-0.1785430097915408,0.6666666666666666
2036,1,CEDCC,zh,0.4831153795574651,,0.5485291481018066,0.4375,0.7096774193548387,0.07682567834854126,0.009291114875983721,0.9182500243186951,0.337333083152771,0.5809169411659241,2.703111095065178,6.985537979846493,0.280759674868873,-0.004065458146888529,0.5
1636,2,CEDCC,zh,0.3901339586704008,,0.41508805751800537,0.3333333333333333,0.7241379310344828,0.051219637195269264,0.0024513878403137268,0.4918414354324341,0.30250102281570435,0.18934041261672974,-0.21639419459214487,-3.6750014735703975,0.05851807239897777,0.13436958131224166,0.3333333333333333
2739,1,CEDCC,zh,0.5987986624240875,,0.6913822889328003,0.6,0.7083333333333334,0.10265504717826843,0.007722019118141965,0.7477689385414124,0.37784090638160706,0.3699280321598053,-0.5744381115237104,-3.158149412486693,0.07008155436933627,0.0791270757500914,0.44
877,3,CEDCC,zh,0.5150359649868572,,0.5314160585403442,0.42424242424242425,0.59375,0.06071160236994425,0.0038636407934369444,0.6908957362174988,0.4130820631980896,0.2778136730194092,1.0496170551930488,-1.84114552983218,0.3960867541154607,0.011201541518351241,0.42424242424242425
3193,3,CEDCC,zh,0.5807169958164817,,0.6108781099319458,0.6111111111111112,0.5882352941176471,0.14158304035663605,0.010441146138549965,0.7252073884010315,0.39843469858169556,0.32677268981933594,-0.48519645215065604,-4.021711471623587,0.01985793955560089,-0.29503924778084895,0.7222222222222222
1805,1,CEDCC,zh,0.47823152487928217,,0.5456801056861877,0.4,0.5555555555555556,0.05141615867614746,0.0028815576227691343,0.5855611562728882,0.4199294447898865,0.1656317114830017,0.7788238124388132,-3.7300884358488804,0.17189835656615182,0.14886029727630345,0.4
114,2,CEDCC,zh,0.4502907762160668,,0.5460298657417297,0.5,0.6363636363636364,0.114553968111674,0.00860402132473228,0.590631902217865,0.3175334930419922,0.2730984091758728,0.3971299592678388,-4.268719275572415,0.0285131531036944,-0.13568961250048284,0.5
4270,1,CEDCC,zh,0.6617303033669789,,0.6512104272842407,0.7142857142857143,0.6923076923076923,0.09091817481177193,0.00477920982105678,0.7681323289871216,0.4874856173992157,0.2806467115879059,-0.7621280657684179,-2.531891094068353,0.024913053640556626,-0.1832691464642302,0.7142857142857143
222,3,CEDCC,zh,0.4599547069519758,,0.48074427247047424,0.6,0.7142857142857143,0.053958966334660845,0.0024940766591771656,0.5667643547058105,0.36259526014328003,0.20416909456253052,0.09822143725252346,-3.0608548763117343,0.023426752587707433,-0.22921284947739642,0.7333333333333333
656,3,CEDCC,zh,0.40160420970483257,,0.4184529185295105,0.6296296296296297,0.6792452830188679,0.05844637475631855,0.0022947372974665057,0.513525664806366,0.25638097524642944,0.2571446895599365,-0.4285879613389602,-2.3654807595303033,0.3564664190069693,-0.039990212745669246,0.48148148148148145
3388,1,CEDCC,zh,0.48717061980910925,,0.5070860981941223,0.5,0.7142857142857143,0.06208058785308491,0.0026824709466322445,0.6368885040283203,0.40441960096359253,0.23246890306472778,1.0586476393465558,-1.890255081122974,0.10329075100166873,-0.2978834595575051,0.5
1827,1,CEDCC,zh,0.4818532412702387,,0.6789661645889282,0.47619047619047616,0.85,0.1670450000535874,0.021219457241498933,0.7701993584632874,0.31268638372421265,0.4575129747390747,0.7937411622231618,-3.726376817599459,0.15716861852658903,-0.15407874597793697,0.6666666666666666
2078,3,CEDCC,zh,0.47796210875877965,,0.530833899974823,0.6666666666666666,0.7272727272727273,0.08692028870185216,0.004614713922061615,0.5610952377319336,0.3647927939891815,0.19630244374275208,-0.3821225880573896,-4.375859903378641,0.0285131531036944,-0.004130189246574296,0.6666666666666666
3183,3,CEDCC,zh,0.5314984088358672,,0.5313339233398438,0.5909090909090909,0.8095238095238095,0.11585505984046242,0.009393193746679233,0.7060777544975281,0.28248363733291626,0.4235941171646118,-0.3622890042979006,-2.8872248839552253,0.12944366667910234,-0.12882955146586517,0.5909090909090909
377,3,CEDCC,zh,0.4928316781918208,,0.5141038298606873,0.41379310344827586,0.5357142857142857,0.044101718170889495,0.0018788073791568799,0.5744313597679138,0.4101586639881134,0.16427269577980042,0.003919099230903179,-4.04624202844186,0.012711934020449345,0.29395548109082215,0.3448275862068966
2631,1,CEDCC,zh,0.526784128264377,,0.5880435705184937,0.5,0.6470588235294118,0.09218677547242907,0.006372011928453751,0.6976072788238525,0.40917539596557617,0.28843188285827637,0.42882212836695904,-3.729789090888124,0.01985793955560089,-0.042384702264842505,0.6111111111111112
3121,3,CEDCC,zh,0.5570898652076721,,0.6409716010093689,0.3333333333333333,0.7272727272727273,0.08052390813827515,0.00819820435437084,0.7186741232872009,0.3893589377403259,0.329315185546875,0.2706851581137584,-3.5866359994446726,0.0285131531036944,0.2997562652274833,0.3333333333333333
1407,1,CEDCC,zh,0.5310787260532379,,0.660534143447876,0.4,0.5,0.12443699836730956,0.013542682257602912,0.737150251865387,0.3243899345397949,0.41276031732559204,-0.09964273432456201,-4.017015252479299,-0.06899287148695166,0.05629097023238419,0.5333333333333333
2919,2,CEDCC,zh,0.4785000756382942,,0.4964708983898163,0.45454545454545453,0.6,0.10533218492161144,0.010777561430878435,0.668813169002533,0.3565188944339752,0.31229427456855774,0.7624710256894482,-3.797377891368863,0.06568191735680706,-0.03444203504802234,0.45454545454545453
1377,2,CEDCC,zh,0.48257748037576675,,0.5417600274085999,0.34782608695652173,0.36363636363636365,0.06399645235227502,0.00783470347534678,0.6716490983963013,0.32079097628593445,0.3508581221103668,0.047659103921437476,-3.5637998546069882,0.13636924105349868,0.5381126003695889,0.08695652173913043
2021,1,CEDCC,zh,0.4887620147905852,,0.5643420219421387,0.3333333333333333,0.6470588235294118,0.08194695909818013,0.008288744800547292,0.677776575088501,0.3125985860824585,0.3651779890060425,0.1730338245538968,-3.61185200805027,-0.05715841383994835,0.4446431228149001,0.2222222222222222
1103,2,CEDCC,zh,0.544256055355072,,0.6321881413459778,0.4444444444444444,0.625,0.1289813386069404,0.01381296332789642,0.739109456539154,0.4096713960170746,0.32943806052207947,0.5604629045858435,-4.158874418971303,0.03624967113471511,-0.0063504400638668855,0.6666666666666666
2943,2,CEDCC,zh,0.5097007942199707,,0.45872312784194946,0.2916666666666667,0.5652173913043478,0.09494328623016675,0.008698237849837288,0.7391541600227356,0.34242716431617737,0.3967269957065582,0.11891634190305758,-3.14107349493443,0.13072718072119072,0.10206891165083659,0.375
780,3,CEDCC,zh,0.5536333535398755,,0.6067776083946228,0.6153846153846154,0.5833333333333334,0.11550834087225106,0.010334917445910061,0.7154977321624756,0.37055718898773193,0.34494054317474365,-0.11686491742410313,-3.98658178071512,-0.08004270767353594,-0.08882837309261625,0.6153846153846154
2562,3,CEDCC,zh,0.5398217141628265,,0.5935326218605042,0.38461538461538464,0.76,0.1053372506911938,0.010390054347183764,0.7487605810165405,0.31954821944236755,0.429212361574173,-0.04090036635933932,-3.3877388787987686,0.06741731462517153,0.03703323856425501,0.23076923076923078
137,2,CEDCC,zh,0.4245018983880679,,0.47653353214263916,0.5428571428571428,0.7647058823529411,0.05219832233020238,0.0025009536442879474,0.5376796722412109,0.3466232717037201,0.19105640053749084,0.6130018025561972,-3.4760058775048854,0.11067722233964261,0.14542635366305484,0.42857142857142855
3284,1,CEDCC,zh,0.5271265254570887,,0.6148747205734253,0.16666666666666666,0.45454545454545453,0.05125546952088674,0.009609309494180549,0.7068154811859131,0.45127007365226746,0.25554540753364563,1.1413157771784346,-3.5385392018493387,0.22954795586755838,0.37889027675496173,0.16666666666666666
2085,3,CEDCC,zh,0.4791123651795917,,0.5738959312438965,0.5882352941176471,0.5625,0.16456366637173822,0.018150601884419065,0.7018959522247314,0.2942068874835968,0.40768906474113464,0.19453995012753447,-4.355429049081923,-0.06062462181643502,-0.06401313537129218,0.5882352941176471
840,3,CEDCC,zh,0.46759876757860186,,0.5383644700050354,0.5789473684210527,0.6666666666666666,0.06353228029451873,0.003138790708165249,0.6041243076324463,0.3797006905078888,0.2244236171245575,0.6424017515361136,-3.024777227753303,0.018895639841296497,-0.011217447585115194,0.5789473684210527
3200,3,CEDCC,zh,0.5467005831499895,,0.6081833839416504,0.43478260869565216,0.5454545454545454,0.10675577236258466,0.013171222862576807,0.845217227935791,0.34688711166381836,0.49833011627197266,0.6896534973265867,-2.8004021493232973,0.12386132485994272,0.2364275006270332,0.5217391304347826
1072,2,CEDCC,zh,0.3805717951976336,,0.39920422434806824,0.6,0.75,0.06060232520103455,0.004054899739864302,0.5774943232536316,0.29140692949295044,0.28608739376068115,1.41226393844478,-0.9638636674868044,0.18338593408331683,0.15633337673084632,0.44
2812,2,CEDCC,zh,0.6346920758485795,,0.7488511204719543,0.42105263157894735,0.4444444444444444,0.1400166530358164,0.02151340717213354,0.8885595798492432,0.4428160786628723,0.44574350118637085,0.2268141385317635,-4.210624717585994,0.1153443846565021,0.3244395400923772,0.3157894736842105
962,3,CEDCC,zh,0.5516812155644099,,0.6662155985832214,0.47058823529411764,0.75,0.14622018267126644,0.01578935404380055,0.7564007043838501,0.32212817668914795,0.43427252769470215,-0.14130087631274268,-4.131997355179462,-0.06062462181643502,0.09009805486952938,0.47058823529411764
2556,1,CEDCC,zh,0.475556547443072,,0.5261455178260803,0.5217391304347826,0.7727272727272727,0.06976157426834106,0.004035804740206015,0.6226677894592285,0.388827383518219,0.23384040594100952,0.8909681317252652,-3.119753455325684,0.07609557317872184,-0.12029224794164121,0.43478260869565216
4254,3,CEDCC,zh,0.4667784450230775,,0.5229681730270386,0.46153846153846156,0.6,0.11255716245908004,0.009636153535986802,0.7230548858642578,0.3324209153652191,0.3906339704990387,0.7790959780118368,-3.0970900315803975,0.22920902865004544,-0.03955619421016935,0.6923076923076923
3291,1,CEDCC,zh,0.49144256487488747,,0.47345712780952454,0.42857142857142855,0.6666666666666666,0.07474629368100848,0.00651575254756219,0.6912102103233337,0.42086097598075867,0.2703492343425751,1.7518983775434085,-1.195112842858605,-0.15415067982725872,-0.24083730486237678,0.7142857142857143
1885,3,CEDCC,zh,0.52936793739597,,0.5702280402183533,0.4782608695652174,0.7272727272727273,0.11945214608441228,0.013580428697737975,0.7770953178405762,0.38839980959892273,0.38869550824165344,0.7997600982246351,-3.3327355032296517,0.21110738121197992,0.027126433728133226,0.4782608695652174
2561,2,CEDCC,zh,0.5240860066630624,,0.557445228099823,0.4,0.4444444444444444,0.0453245997428894,0.0023762893753189684,0.6160128712654114,0.43579569458961487,0.1802171766757965,0.08343054270344619,-3.536315993501313,0.03326892045416274,0.22535652291255584,0.4
3126,3,CEDCC,zh,0.37996452098542993,,0.42869019508361816,0.38095238095238093,0.8,0.08534350849333264,0.006222307216201451,0.57848060131073,0.2920890152454376,0.28639158606529236,1.2644604125535417,-2.0950967885346614,0.21526590461530937,-0.17781566092091788,0.5714285714285714
3292,3,CEDCC,zh,0.5816504164882328,,0.6706948280334473,0.45454545454545453,0.6190476190476191,0.11610433459281921,0.018141203476397794,0.9100128412246704,0.36330127716064453,0.5467115640640259,0.7273417247627512,-2.6730261054714384,0.06342964948291696,0.26212223590520856,0.36363636363636365
2781,3,CEDCC,zh,0.5941073360542456,,0.5528748631477356,0.4782608695652174,0.5909090909090909,0.07974875362023064,0.0067713763616091445,0.7205684781074524,0.43877947330474854,0.28178900480270386,-0.2657750183999374,-4.0494123491356415,0.07609557317872184,0.1977106903093972,0.30434782608695654
362,1,CEDCC,zh,0.5064142572157311,,0.523249626159668,0.5,0.5483870967741935,0.07904747687280178,0.005541273072868445,0.6681092977523804,0.32889434695243835,0.339214950799942,-0.3741757644082236,-3.3656845373926636,0.28785469767303873,0.1677465703967607,0.5
1830,1,CEDCC,zh,0.38287261829656716,,0.38537561893463135,0.25,0.3333333333333333,0.08372744917869568,0.022271822681323102,0.7377969622612,0.20301932096481323,0.5347776412963867,0.8593619500124378,-3.323750271557837,0.14083556285345944,0.5031316514749914,0.25
2888,3,CEDCC,zh,0.49122619187390365,,0.6131801605224609,0.5384615384615384,0.8,0.09145038632246164,0.0067133747150207885,0.6765645146369934,0.34310072660446167,0.33346378803253174,0.1689594049524559,-3.4678198006599623,0.12073632851439875,0.06133892034970801,0.5384615384615384
784,1,CEDCC,zh,0.525311872959137,,0.6773479580879211,0.4166666666666667,0.5652173913043478,0.0904623915751775,0.010229241986102134,0.7547574043273926,0.3715403378009796,0.38321706652641296,0.6907116915725919,-3.160204395875612,0.17650269274902852,0.20873908998978555,0.5
4186,3,CEDCC,zh,0.5203199345957149,,0.5891311764717102,0.6666666666666666,0.65,0.076921318258558,0.005769275074772836,0.7097148299217224,0.3721596896648407,0.3375551402568817,0.666472384829373,-2.408930084732616,0.14925188741912399,0.032791162358914154,0.47619047619047616
1622,1,CEDCC,zh,0.43967611640691756,,0.4002833664417267,0.7368421052631579,0.7222222222222222,0.10228081439670764,0.0046084508177534535,0.5606943964958191,0.3428831696510315,0.2178112268447876,0.2594169603942685,-4.3480079118469055,0.09185850095287007,-0.44654660934523327,0.8421052631578947
1691,1,CEDCC,zh,0.44748391956090927,,0.42379847168922424,0.7142857142857143,0.8333333333333334,0.04315015247889927,0.003071886562986348,0.5226430892944336,0.3328876495361328,0.18975543975830078,-0.5684419271712157,-3.0059937562556045,-0.15415067982725872,0.21107387028490388,0.42857142857142855
2897,2,CEDCC,zh,0.5122013706713915,,0.5477789640426636,0.5161290322580645,0.7333333333333333,0.10980307286785494,0.00975104630047607,0.7438533306121826,0.34710240364074707,0.39675092697143555,0.4171844646099682,-3.73981533077601,0.20768501425326713,0.03244316559836274,0.45161290322580644
4266,3,CEDCC,zh,0.49968646466732025,,0.6166313886642456,0.52,0.7083333333333334,0.11269204139709472,0.011594102733486556,0.7180218696594238,0.2936558127403259,0.4243660569190979,0.46167636451044275,-3.4231738556898597,0.07008155436933627,0.07333940203577241,0.52
275,3,CEDCC,zh,0.4709997723499934,,0.5796406269073486,0.47058823529411764,0.5625,0.07911730513853185,0.0049507807681392615,0.6049771308898926,0.350542277097702,0.25443485379219055,0.3729166369987233,-3.6461890989701433,0.020922105308264438,-0.12571038130914497,0.7058823529411765
1373,2,CEDCC,zh,0.5014276394718572,,0.5464916825294495,0.3333333333333333,0.6470588235294118,0.1227693259716034,0.013109157052686981,0.7323585748672485,0.28737330436706543,0.4449852705001831,0.3693804238165547,-3.4669513165559827,0.09687429295115013,-0.14675131627694732,0.5555555555555556
3167,3,CEDCC,zh,0.5162037059664726,,0.5002623200416565,0.5263157894736842,0.7222222222222222,0.10292738832925495,0.006372391615410524,0.6825318932533264,0.3644900321960449,0.3180418610572815,-0.07688176121929018,-3.6453298281297686,0.018895639841296497,-0.193689883919179,0.5263157894736842
1068,3,CEDCC,zh,0.4308296584834655,,0.43836069107055664,0.13043478260869565,0.6818181818181818,0.08782914799192677,0.020980347838700685,0.7854708433151245,0.24760781228542328,0.5378630310297012,0.841858872755532,-3.2250057134272105,0.15637944817148375,0.5944967206660815,0.13043478260869565
3230,1,CEDCC,zh,0.5144281685352325,,0.5935422778129578,0.3333333333333333,0.36363636363636365,0.09237495064735413,0.012153254810550825,0.6868377327919006,0.3796662986278534,0.30717143416404724,0.23930140946735123,-4.423906249966099,0.06161493507558902,0.38106310968849344,0.3333333333333333
