Index,coherence,source,lang,FT_MeanK1,FT_MeanK2,FT_Global,FT_MCR,FT_SSC,FT_WL,FT_Var,FT_Peak,FT_Valley,FT_Amp,FT_Skew,FT_Kurt,FT_ApEn,FT_Acf,FT_AcfZcr,FT_stat_MeanK1,FT_stat_MeanK2,FT_stat_Global,FT_stat_MCR,FT_stat_SSC,FT_stat_WL,FT_stat_Var,FT_stat_Peak,FT_stat_Valley,FT_stat_Amp,FT_stat_Skew,FT_stat_Kurt,FT_stat_ApEn,FT_stat_Acf,FT_stat_AcfZcr,FT_cuml_MeanK1,FT_cuml_MeanK2,FT_cuml_Global,FT_cuml_MCR,FT_cuml_SSC,FT_cuml_WL,FT_cuml_Var,FT_cuml_Peak,FT_cuml_Valley,FT_cuml_Amp,FT_cuml_Skew,FT_cuml_Kurt,FT_cuml_ApEn,FT_cuml_Acf,FT_cuml_AcfZcr,BERT_MeanK1,BERT_MeanK2,BERT_Global,BERT_MCR,BERT_SSC,BERT_WL,BERT_Var,BERT_Peak,BERT_Valley,BERT_Amp,BERT_Skew,BERT_Kurt,BERT_ApEn,BERT_Acf,BERT_AcfZcr,BERT_stat_MeanK1,BERT_stat_MeanK2,BERT_stat_Global,BERT_stat_MCR,BERT_stat_SSC,BERT_stat_WL,BERT_stat_Var,BERT_stat_Peak,BERT_stat_Valley,BERT_stat_Amp,BERT_stat_Skew,BERT_stat_Kurt,BERT_stat_ApEn,BERT_stat_Acf,BERT_stat_AcfZcr,BERT_cuml_MeanK1,BERT_cuml_MeanK2,BERT_cuml_Global,BERT_cuml_MCR,BERT_cuml_SSC,BERT_cuml_WL,BERT_cuml_Var,BERT_cuml_Peak,BERT_cuml_Valley,BERT_cuml_Amp,BERT_cuml_Skew,BERT_cuml_Kurt,BERT_cuml_ApEn,BERT_cuml_Acf,BERT_cuml_AcfZcr,Sent_MeanK1,Sent_MeanK2,Sent_Global,Sent_MCR,Sent_SSC,Sent_WL,Sent_Var,Sent_Peak,Sent_Valley,Sent_Amp,Sent_Skew,Sent_Kurt,Sent_ApEn,Sent_Acf,Sent_AcfZcr,Sent_stat_MeanK1,Sent_stat_MeanK2,Sent_stat_Global,Sent_stat_MCR,Sent_stat_SSC,Sent_stat_WL,Sent_stat_Var,Sent_stat_Peak,Sent_stat_Valley,Sent_stat_Amp,Sent_stat_Skew,Sent_stat_Kurt,Sent_stat_ApEn,Sent_stat_Acf,Sent_stat_AcfZcr,Sent_cuml_MeanK1,Sent_cuml_MeanK2,Sent_cuml_Global,Sent_cuml_MCR,Sent_cuml_SSC,Sent_cuml_WL,Sent_cuml_Var,Sent_cuml_Peak,Sent_cuml_Valley,Sent_cuml_Amp,Sent_cuml_Skew,Sent_cuml_Kurt,Sent_cuml_ApEn,Sent_cuml_Acf,Sent_cuml_AcfZcr
C05760125_1,3,Clinton,en,0.20368241741168266,0.17950506661801746,0.16089877950003367,0.45098039215686275,0.6633663366336634,0.12022951300091603,0.010606067144415287,0.5773795247077942,-0.0198673028498888,0.597246827557683,0.479148281760969,-2.6017537485573214,0.5491793816047679,-0.04465248764530476,0.5098039215686274,0.4110560358430331,,,0.4563106796116505,0.6862745098039216,0.08881510201009732,0.006833872515938727,0.593778669834137,0.2039768248796463,0.38980184495449066,-0.10806345448693302,-3.219823509720798,0.48907087579545827,0.14661224021571057,0.4563106796116505,0.3684562718115964,,,0.5,0.7128712871287128,0.09708624917502497,0.008827629417783566,0.5841417908668518,0.08683861792087555,0.49730317294597626,-0.1803101679089003,-3.1437002578136535,0.5787263016291897,0.172504873555186,0.46078431372549017,0.5132990049264455,0.485544274828892,0.38779295489324517,0.3256997455470738,0.5663265306122449,0.16468915862739844,0.03869977042666614,0.9999999403953552,0.11029881983995438,0.8897011205554008,-0.1366685202069131,-3.9136824272070396,1.264352900480218,0.3418336639130986,0.28498727735368956,0.6239734332018261,,,0.4213197969543147,0.6641221374045801,0.12145957645728503,0.014485567710830975,0.8098400235176086,0.21891902387142181,0.5909209996461868,-1.1807271494468818,-2.228121959594695,1.2707774421818536,0.04280982291056546,0.41116751269035534,0.6163073759620565,,,0.4223918575063613,0.6913265306122449,0.12046299757241596,0.013348511898394585,0.808295726776123,0.21832560002803802,0.589970126748085,-1.113133266379635,-2.302681642009157,1.2473598613211188,-0.01061399070479689,0.48346055979643765,0.568103225607621,0.5395275072918998,0.526912492090268,0.4444444444444444,0.6470588235294118,0.07722130748960707,0.0039024341055555497,0.683170735836029,0.44228866696357727,0.24088206887245178,-0.07595465768115606,-3.592193289156182,-0.05715841383994835,-0.07819770204894048,0.5555555555555556,0.7420019656419754,,,0.5789473684210527,0.6666666666666666,0.040023088455200195,0.0012918528325815525,0.8219432234764099,0.6697157025337219,0.152227520942688,0.02204560278532653,-2.989868119435502,0.09185850095287007,0.181320564528303,0.3684210526315789,0.6796863581004896,,,0.5,0.5882352941176471,0.04821248186959161,0.003081243437795664,0.7600401043891907,0.5338007807731628,0.22623932361602783,-0.9625547433534356,-2.310336644411513,0.08089195559271811,0.36227758581598124,0.2777777777777778
C05768263_2,3,Clinton,en,0.29654952581669836,0.24219124557243454,0.24985795490679255,0.6111111111111112,0.7142857142857143,0.135888010263443,0.014281383327478156,0.6063817739486694,0.08239269256591797,0.5239890813827515,0.510368484359905,-3.0200023475088686,0.24462916103882737,0.06468002751046366,0.3333333333333333,0.5192287940728036,,,0.3783783783783784,0.6944444444444444,0.10446977454262811,0.011779630867579724,0.6731602549552917,0.25668108463287354,0.4164791703224182,-0.35729535108369603,-3.8264207229827005,0.19180888020567854,0.16889427906702312,0.5405405405405406,0.4457342910605508,,,0.3333333333333333,0.6857142857142857,0.11575266470511754,0.01646580326496826,0.6748896241188049,0.20083220303058624,0.4740574210882187,0.11872028293194839,-3.943594116694416,0.20394946697053395,0.2608722393327561,0.3333333333333333,0.5155768211310109,0.45208873256494864,0.38970456522239727,0.387434554973822,0.6210526315789474,0.197652517891055,0.04329484822546955,0.9999995827674866,0.1343078911304474,0.8656916916370392,-0.1474973582380952,-3.964823941382279,0.9367355883397455,0.17359080343699235,0.35602094240837695,0.6267908000112198,,,0.375,0.6020942408376964,0.10764169910301764,0.012956534143210595,0.7730870842933655,0.23855285346508026,0.5345342308282852,-1.2750501210343363,-2.297036534168771,0.9706854822373603,0.06327974064806118,0.4375,0.6118587873255213,,,0.387434554973822,0.5842105263157895,0.10949595927880072,0.01357907498499386,0.7707746624946594,0.22189287841320038,0.548881784081459,-1.4024576166569953,-1.6653281062871086,0.9912603940407916,0.055375200998287355,0.450261780104712,0.6066034063696861,0.5821544357708522,0.5393755460733421,0.14285714285714285,0.6666666666666666,0.10124496051243373,0.021392581816103318,0.830791175365448,0.33841103315353394,0.49238014221191406,-0.35745190485426204,-3.668100336570235,-0.15415067982725872,0.5478150403186098,0.14285714285714285,0.7684764530923631,,,0.125,0.5714285714285714,0.04767013341188431,0.006688985257424848,0.8467327952384949,0.591399610042572,0.25533318519592285,-1.1147236557572866,-3.0437852664366756,-0.1335313926245223,0.5706982702528671,0.125,0.6746514551341534,,,0.14285714285714285,0.6666666666666666,0.09062849623816353,0.012014929624490009,0.8531506061553955,0.45613935589790344,0.39701125025749207,-0.5327336601032497,-3.0309232754294553,0.08563409798671162,0.38923849622626505,0.14285714285714285
C05771873_1,3,Clinton,en,0.21674102116702942,0.18275514945637156,0.15847659110697432,0.46017699115044247,0.7678571428571429,0.13763323920754206,0.01405055790498201,0.603992223739624,0.01992294006049633,0.5840692836791277,0.7766683939988273,-2.5986665678696714,0.6520083674419332,-0.05017324340991823,0.584070796460177,0.4071783072274664,,,0.39473684210526316,0.6460176991150443,0.07469724092567176,0.005406930523208387,0.5695779919624329,0.1839515119791031,0.3856264799833298,-0.2493193373751337,-3.01165960309248,0.6633568381285975,0.17251556133283727,0.35964912280701755,0.3667583949210351,,,0.39823008849557523,0.6517857142857143,0.07936789464634077,0.007688885300960947,0.5784202814102173,0.138750359416008,0.4396699219942093,-0.1588451309268187,-3.027015016884341,0.6884085838042346,0.3255332887973823,0.2743362831858407,0.5069454938647182,0.48768802306859205,0.3960054450807998,0.41134751773049644,0.6263345195729537,0.18617678909225666,0.0398254681899416,0.999998927116394,0.11308639496564865,0.8869125321507454,-0.06095923659617751,-4.119661153991041,1.145589069183922,0.20154601606151473,0.3049645390070922,0.6309771860464358,,,0.4628975265017668,0.6879432624113475,0.11151016801069145,0.01075114712923468,0.7938288450241089,0.20004166662693024,0.5937871783971786,-1.2720263198702155,-1.732873437826826,1.1433805273878441,-0.10618922858965052,0.5406360424028268,0.6212855304719702,,,0.4148936170212766,0.6903914590747331,0.1129700540439457,0.011439866488840851,0.8122057318687439,0.19739753007888794,0.614808201789856,-1.2525438664512194,-1.6991930775777142,1.1327829435262307,-0.08546773549740289,0.5567375886524822,0.6540969759225845,0.6237151963370187,0.6457042275159293,0.42857142857142855,0.6666666666666666,0.10480688299451556,0.007951022046736034,0.7897182703018188,0.5527082085609436,0.23701006174087524,0.3801752651159054,-4.403911188112899,-0.15415067982725872,-0.015793458612483553,0.42857142857142855,0.8276897867520651,,,0.5,0.5714285714285714,0.061967410147190094,0.0033049668917652436,0.8908033967018127,0.7269799113273621,0.16382348537445068,-0.5007534345442701,-4.261427948373095,-0.1335313926245223,0.1171468123625738,0.5,0.7366830036044121,,,0.42857142857142855,0.5,0.06579671587262835,0.007686599643442482,0.8416382074356079,0.5840927958488464,0.2575454115867615,-0.3905610558786535,-4.107206141624157,-0.15415067982725872,0.3500278486716893,0.42857142857142855
C05768528_2,3,Clinton,en,0.19656196418101354,0.16847577903700886,0.16178801785632344,0.46226415094339623,0.638095238095238,0.12491960428574975,0.015935400646880624,0.5499051809310913,-0.006108031142503023,0.5560132120735943,0.806645565993088,-2.705766852289431,0.6682782216988512,0.14336354885310265,0.44339622641509435,0.4117635868627716,,,0.4766355140186916,0.6226415094339622,0.09646043780251085,0.008496880698284113,0.5843408107757568,0.10451778024435043,0.4798230305314064,-0.4686870696802102,-2.8084933211291547,0.5615692307062314,0.09060685694090595,0.4953271028037383,0.3713314220587784,,,0.37735849056603776,0.6476190476190476,0.0956132745124259,0.009798160365910205,0.5528844594955444,0.08635129779577255,0.4665331616997719,-0.47080328804690824,-3.3817847600762416,0.6023898760928836,0.17944791375934957,0.3584905660377358,0.43571175035041765,0.4494526187190786,0.36386156989038165,0.3409090909090909,0.5498575498575499,0.17378715727086688,0.04264552974767699,0.9999885559082031,0.007556502241641283,0.9924320536665618,0.11802586256910835,-3.960203937554728,1.2397899428521288,0.33476699181598524,0.3181818181818182,0.6046971086475809,,,0.5439093484419264,0.7244318181818182,0.12645508129434613,0.010845433923438189,0.7871253490447998,0.16765360534191132,0.6194717437028885,-0.8416821917955426,-2.8048034531552615,1.235971301312551,-0.17094471977181838,0.6345609065155807,0.5958911454458075,,,0.5284090909090909,0.7150997150997151,0.1284545061855831,0.011258640397487698,0.7692784667015076,0.16310809552669525,0.6061703711748123,-0.8301873213883197,-2.867856621757701,1.2207694397652773,-0.16980890837496201,0.6022727272727273,0.5892900716174733,0.596525126695633,0.5725921068464899,0.5,0.7777777777777778,0.10795368850231171,0.01231880509806746,0.7475505471229553,0.40238961577415466,0.34516093134880066,-0.30582600428101425,-4.197912373716568,0.017865649775052894,0.30027409668255783,0.3,0.7798778663078944,,,0.6363636363636364,0.8,0.08718193661082875,0.006015014025588326,0.8718893527984619,0.6023992896080017,0.2694900631904602,-1.2663197131051247,-2.5389494363346587,0.030716580297483365,-0.20734028358860374,0.2727272727272727,0.7031515728343617,,,0.7,0.6666666666666666,0.14306713342666627,0.010450589131040107,0.8625844717025757,0.5140358209609985,0.34854865074157715,-0.3247377094442275,-3.9113081552024487,-0.10536051565782634,-0.2719794779286134,0.7
C05775052_1,2,Clinton,en,0.24214733623106172,0.22113636886384688,0.18452090655675252,0.4716981132075472,0.6346153846153846,0.15793520387894702,0.0342060249805882,1.0,0.02015821821987629,0.9798417817801237,2.5732752405751564,4.809205601258382,0.612895558591684,0.2544116871121819,0.4339622641509434,0.45684953277761287,,,0.5370370370370371,0.6792452830188679,0.13346728516949546,0.014689590820660719,1.0,0.1722194254398346,0.8277805745601654,1.2234508234167827,2.6070163220313916,0.31747386272809086,-0.04186195632537864,0.6111111111111112,0.39530033494035405,,,0.4339622641509434,0.6923076923076923,0.14160965945360796,0.02010768742913519,1.0,0.09652289748191833,0.9034771025180817,1.0424775971815978,1.3046815807595822,0.40905834154565035,0.09640043067501408,0.39622641509433965,0.4579319853854438,0.4542216072457099,0.3434455056657209,0.3211009174311927,0.5668202764976958,0.14927660968633147,0.03721014604804286,0.9490702748298645,0.006050459109246731,0.9430198157206178,-0.011474177494304101,-3.7160997050460787,0.9315544381062795,0.464699397259609,0.29357798165137616,0.5885829150676727,,,0.45662100456621,0.6926605504587156,0.14505737427979298,0.01676785748207638,0.7788569331169128,0.1558750867843628,0.62298184633255,-1.118791818348579,-2.4657757134122913,1.0616575505974821,-0.15614268118224583,0.5570776255707762,0.5750708604512149,,,0.48623853211009177,0.6774193548387096,0.14994219758915245,0.017715209938232793,0.7780530452728271,0.1423877626657486,0.6356652826070786,-1.092164375605669,-2.5706725478950627,0.9510091569070855,-0.1796501601931696,0.5688073394495413,0.5297904041680422,0.4963128626346588,0.511536644180206,0.6,0.6666666666666666,0.07224901914596557,0.002471685970119297,0.6288597583770752,0.4426079988479614,0.18625175952911377,0.19891353051539845,-3.428972050873409,-0.10536051565782634,-0.4740568072648115,0.6,0.7431298643350601,,,0.6363636363636364,0.8,0.0420200607993386,0.001201914403766417,0.8205550909042358,0.6830901503562927,0.13746494054794312,0.22824150716850913,-2.7617442984779856,0.030716580297483365,-0.42556246125858566,0.8181818181818182,0.6464758298613809,,,0.6,0.7777777777777778,0.08326446413993835,0.005558356283565222,0.7682377696037292,0.4753344655036926,0.2929033041000366,-0.7106002187306499,-2.6830785682669958,0.03326892045416274,-0.3701614979888519,0.8
C05791984_2,1,Clinton,en,0.17007203833522774,0.14517593666445464,0.13456781437296872,0.53,0.7575757575757576,0.11979455325752497,0.011680404014791331,0.5530436038970947,-0.0734882801771164,0.6265318840742111,0.6737240765023347,-2.135827464099623,0.5728289386450154,0.07926028247376558,0.51,0.3782227520703101,,,0.5346534653465347,0.69,0.09896412211479527,0.008537867618723223,0.5702192187309265,0.04288805276155472,0.5273311659693718,-0.8012749566750178,-1.9047909603051947,0.6724675000646223,0.03736914653142119,0.43564356435643564,0.3334363608408977,,,0.5,0.6565656565656566,0.10141814600676298,0.009141977417259767,0.5622069239616394,0.02216782607138157,0.5400390978902578,-0.5288872043723187,-2.536133229488524,0.6038278524483709,0.1053654928237245,0.48,0.46908664521774207,0.41771232362774163,0.3292597275570108,0.35195530726256985,0.6162464985994398,0.18325272783137567,0.0402519554694348,0.9999927282333374,0.05347146466374397,0.9465212635695934,0.10477220339426646,-3.695685628751861,1.1861447331187325,0.2369842794993743,0.3575418994413408,0.5754327822062705,,,0.4428969359331476,0.659217877094972,0.12239429022608361,0.014064998020742268,0.7530403733253479,0.253688246011734,0.4993521273136139,-0.9533758282882064,-3.108829787813017,1.2637019419310684,0.068352968591301,0.40947075208913647,0.5663309475837643,,,0.43854748603351956,0.6666666666666666,0.11939675406703736,0.013141966744645043,0.7722702026367188,0.2590041756629944,0.5132660269737244,-0.9214510544515876,-3.1228635128990483,1.2403532630294762,0.04791698063539295,0.44972067039106145,0.5776823833584785,0.5977408031622569,0.5589342005185571,0.3333333333333333,0.5,0.0804639458656311,0.006484106608587947,0.7130622863769531,0.4539546072483063,0.25910767912864685,0.2647434795663623,-4.188801441250761,0.023426752587707433,0.1955110400313641,0.4666666666666667,0.7647740244865417,,,0.5625,0.5333333333333333,0.05145706236362457,0.0018676548936160404,0.8171592950820923,0.6845505237579346,0.13260877132415771,-0.798911030545202,-3.777639383863048,0.10874827400241527,-0.17160470696880484,0.4375,0.6956371031701565,,,0.3333333333333333,0.42857142857142855,0.05171399513880412,0.004797899983834716,0.7827589511871338,0.5435242056846619,0.23923474550247192,-0.8442707618764416,-3.478862564931043,0.023426752587707433,0.35598029170530077,0.2
C05793399_3,3,Clinton,en,0.22381020100463345,0.18792439212224313,0.17725151544407547,0.5384615384615384,0.7222222222222222,0.15548244356126575,0.015628324369609932,0.6657639145851135,-0.056949201971292496,0.722713116556406,0.5499534952432561,-2.5092172364388947,0.49822356507177634,-0.1294287878294377,0.4725274725274725,0.4313910758943968,,,0.5434782608695652,0.6043956043956044,0.10005192944537038,0.008817341975237633,0.5767369270324707,0.11289804428815842,0.4638388827443123,-0.9520760124848592,-1.6260344439318546,0.6178420591958922,0.18808819477349362,0.43478260869565216,0.3880934142710074,,,0.3956043956043956,0.6111111111111112,0.10355114576580761,0.01078329463818573,0.5716502070426941,0.043898820877075195,0.5277513861656189,-0.7150438285770939,-2.3825421588929157,0.49237355627685364,0.28588648800980293,0.3076923076923077,0.4519472754025084,0.43684493971890526,0.3529354104498995,0.3447368421052632,0.5963060686015831,0.17987311509879012,0.0441536247353945,0.8692342042922974,0.07248663157224655,0.7967475727200508,-0.02666536588531651,-4.213356645330494,1.2741797353127637,0.3308232884256145,0.35,0.5955076137684403,,,0.4225721784776903,0.6894736842105263,0.11585195515099472,0.01277878477944712,0.7495806813240051,0.19963011145591736,0.5499505698680878,-1.1289331072200175,-2.364506979197121,1.2609512391578095,0.05709972309165629,0.42782152230971127,0.5865631605305384,,,0.4342105263157895,0.6912928759894459,0.11673331770457719,0.0130592690966378,0.7468993663787842,0.1817609816789627,0.5651383846998215,-1.0951928107230942,-2.397525464748073,1.2553581075623281,0.08225042570729177,0.3447368421052632,0.6242517381906509,0.609724794115339,0.5942081181301949,0.5714285714285714,0.5,0.08253490073340279,0.003629557431702457,0.7061737179756165,0.545742392539978,0.16043132543563843,0.0628962836973403,-4.571074592330362,-0.15415067982725872,-0.22701905779173442,0.5714285714285714,0.7995599773195055,,,0.375,0.42857142857142855,0.04731325805187225,0.002210491924755261,0.8644785284996033,0.7436383366584778,0.12084019184112549,0.3194852502704832,-4.5134834730126885,-0.1335313926245223,0.1895553053799993,0.375,0.7026190757751465,,,0.42857142857142855,0.5,0.08453512191772461,0.005206670575816474,0.8347298502922058,0.5969839692115784,0.23774588108062744,0.33335404040297306,-3.8207313966946392,-0.15415067982725872,0.13541272006363428,0.42857142857142855
C05784310_25,2,Clinton,en,0.22032697652889924,0.16969979992481293,0.17190940564657972,0.5,0.660377358490566,0.13645241344002662,0.014897095978627206,0.5945671200752258,-0.008033444173634052,0.6026005642488599,0.9250150301074765,-2.277127754854078,0.42016233392215696,-0.04985546881541808,0.6111111111111112,0.4320841703031744,,,0.5818181818181818,0.6666666666666666,0.08938617977229031,0.005780494643208488,0.5644948482513428,0.2661944329738617,0.2983004152774811,-0.04773379973747181,-3.6542921843641505,0.4703265668583976,-0.11109194730429788,0.5818181818181818,0.3646647640249946,,,0.5740740740740741,0.7358490566037735,0.10519416492294383,0.009064491474140918,0.5570396780967712,0.09151162207126617,0.46552805602550507,-0.26619081134663447,-3.03153143347928,0.361563818126474,0.14553106653784365,0.46296296296296297,0.4718976727157247,0.4440750507224957,0.3716425478213338,0.4187192118226601,0.5643564356435643,0.1850564205294172,0.041542869073379354,0.9999997019767761,0.06608956307172775,0.9339101389050484,0.14294796689404077,-3.773018819650485,0.9734556035468032,0.17077938453382732,0.4187192118226601,0.6121337176823034,,,0.4950980392156863,0.6798029556650246,0.11894412134207931,0.012181436234629316,0.7736361622810364,0.264038622379303,0.5095975399017334,-0.954822952954072,-3.0165768098516828,1.1686899753771884,-0.05431684806935816,0.4852941176470588,0.5993764305523798,,,0.5073891625615764,0.6534653465346535,0.11566343742051148,0.011417799153324124,0.8046901226043701,0.2572115659713745,0.5474785566329956,-0.860290241948278,-2.7397145093309057,0.9721027232875956,-0.10042892249940995,0.5665024630541872,0.5548226237297058,0.5270802875359853,0.5492057426535684,0.6666666666666666,0.6,0.15062554677327475,0.01640836785682609,0.68789142370224,0.3381367325782776,0.3497546911239624,-0.5021165681494456,-4.238358392937132,-0.18232155679395445,-0.04261819374461921,0.6666666666666666,0.7781741097569466,,,0.2857142857142857,0.5,0.05602729320526123,0.0032533337323460976,0.8322467803955078,0.6315226554870605,0.20072412490844727,-1.997597355549413,-0.42900386405602653,-0.056370511202956886,-0.10921813502598261,0.5714285714285714,0.658774903842381,,,0.3333333333333333,0.6,0.08556011319160461,0.0070030061773244485,0.7278091311454773,0.4700649380683899,0.2577441930770874,-1.4960132825098755,-2.185320283482503,0.048727503392693716,0.17644881857072806,0.3333333333333333
C05789373_3,3,Clinton,en,0.26243123207957697,0.15978624001145364,0.18094587688590635,0.48,0.625,0.14632507629692554,0.017507913064211133,0.5948156118392944,-0.006390229798853397,0.6012058416381478,0.5793117867684457,-2.4919080466165084,0.22492959480565133,-0.11419252629572965,0.48,0.4596533554571646,,,0.5,0.72,0.08195413992955135,0.005959454302704324,0.6391523480415344,0.28861579298973083,0.3505365550518036,0.32132046311450063,-2.4567296781791006,0.22737435629285097,0.07973430234004773,0.4230769230769231,0.3528117951220618,,,0.4,0.6666666666666666,0.1107457122951746,0.01323291603531268,0.5653425455093384,-0.006640610285103321,0.5719831557944417,-0.6905256849700934,-1.122783299206481,0.16947782036085668,0.29158971912040776,0.4,0.42098989946350374,0.3857746493112255,0.31919272832054874,0.43956043956043955,0.6243093922651933,0.22645230407079497,0.04691700027685308,0.9999703168869019,0.020206822082400322,0.9797634948045015,0.21111588606801326,-3.757412084105497,0.8786461641260148,0.042623465811913425,0.4835164835164835,0.5682365569569494,,,0.4644808743169399,0.7032967032967034,0.10651356812383307,0.009414751009578627,0.7180137038230896,0.1878557652235031,0.5301579385995865,-0.7670403807903883,-2.806926979043841,0.953022004901988,-0.037276145817614396,0.48633879781420764,0.5513139641512939,,,0.4340659340659341,0.6961325966850829,0.1075298065667624,0.010517866160591622,0.736297070980072,0.20359797775745392,0.5326990932226181,-0.7204622490639688,-2.747756189738657,0.8777306190703245,0.02300644314992738,0.3791208791208791,0.6016609519720078,0.5992369453112284,0.5708973238715912,0.3333333333333333,0.0,0.1059567928314209,0.013760694893680592,0.7281150817871094,0.4102447032928467,0.3178703784942627,-0.7578755197858562,-3.884434174332463,-0.4054651081081645,0.04904410277376983,0.3333333333333333,0.8103813171386719,,,0.25,0.0,0.051357582211494446,0.005223913649087706,0.8757307529449463,0.6703004240989685,0.20543032884597778,-1.2704876396675289,-3.027222594441102,-0.2876820724517808,0.08774402453512002,0.25,0.6664776876568794,,,0.3333333333333333,0.0,0.07748664418856303,0.009756470220163738,0.7281150817871094,0.4956551492214203,0.2324599325656891,-1.1443072377766568,-3.6750746775652527,0.0566330122651324,-0.038480299308649074,0.3333333333333333
C05785437_0,3,Clinton,en,0.1763532589086228,0.1531867990376089,0.1450341321991128,0.5,0.6046511627906976,0.12275410862639546,0.01305040023143718,0.4587104618549347,-0.014284106902778149,0.47299456875771284,0.39117715182835106,-3.369307409693244,0.25403246308501126,0.10445607136546117,0.36363636363636365,0.40450012343733205,,,0.4222222222222222,0.7045454545454546,0.11900449097156525,0.011398114727818907,0.5985045433044434,0.08601389080286026,0.5124906525015831,-0.6565180868781395,-2.1939061964119553,0.37056913470601227,0.10270757292016644,0.37777777777777777,0.32672741133719685,,,0.4318181818181818,0.6511627906976745,0.13275668867440385,0.01544302389175521,0.5535182356834412,0.009257175959646702,0.5442610597237945,-0.5256138445219567,-3.2696785466076315,0.31631312941439305,0.10483050360209271,0.38636363636363635,0.4257536638866771,0.44267257560357337,0.33465703046052225,0.366412213740458,0.6153846153846154,0.18491857584196192,0.043712241545461654,0.9999942779541016,0.10586924850940704,0.8941250294446945,0.3110353062087747,-3.893409591051552,0.7682366755213819,0.2360791264978885,0.366412213740458,0.5828032318810771,,,0.553030303030303,0.7022900763358778,0.126067154109478,0.011308058991410535,0.760006308555603,0.22749614715576172,0.5325101613998413,-0.6881025529784671,-2.958867975915299,0.7080050248930991,-0.18654132422103967,0.6439393939393939,0.5614738051186908,,,0.5572519083969466,0.7076923076923077,0.1350451446216525,0.01196660406469587,0.7582087516784668,0.2420722246170044,0.5161365270614624,-0.5296979085281761,-3.3608211650025566,0.6589445942076679,-0.24585791045392139,0.648854961832061,0.5916897853215536,0.5252369493246078,0.5277856824501476,0.5,0.0,0.1820572018623352,0.027631120449158508,0.7211419939994812,0.3570275902748108,0.3641144037246704,-0.6958438828447638,-4.499999999999999,-0.6931471805599453,-0.13353471317595894,0.5,0.8036413043737411,,,0.3333333333333333,0.5,0.07959284385045369,0.00856414393366367,0.8676998019218445,0.6437680721282959,0.22393172979354858,-1.136527545217778,-3.679766209236568,0.0566330122651324,-0.03832346014434138,0.3333333333333333,0.575137178103129,,,0.5,0.0,0.18149760365486145,0.024641794858539692,0.7200227975845337,0.3570275902748108,0.3629952073097229,-0.59819777594358,-4.500000000000001,-0.6931471805599453,-0.0725292072709506,0.5
